SPEED,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17,ACCELERATION
146.688,2.97863,3.03998,3.20328,3.4974199999999995,3.98434,4.79815,6.2691,9.45497,20.4906,62.7807,34.7917,19.0389,13.3852,10.568,8.95533,7.98003,7.399030000000001,7.09793,0
64.8225,1.63733,1.5683799999999999,1.5502,1.57995,1.6679400000000002,1.83805,2.14392,2.7467900000000003,5.00413,21.0031,18.6556,16.4777,14.552999999999999,12.9235,11.5941,10.5442,9.742339999999999,9.15569,1
49.6971,9.08387,9.04243,9.15417,9.424430000000001,9.865789999999999,10.4977,11.3451,12.4351,13.7908,15.4214,17.3108,19.4094,21.633000000000003,2.08669,1.52126,1.2517200000000002,1.1006,1.01429,1
96.4376,1.94125,1.94927,2.02102,2.16926,2.4245,2.85407,3.62455,5.29406,51.4941,37.4546,26.8068,19.7022,15.2384,12.4324,10.630999999999998,9.4601,8.711839999999999,8.27127,1
100.206,8.10588,8.211269999999999,8.56987,9.237160000000001,10.3303,12.0819,14.9744,20.095,30.0594,50.236000000000004,16.8532,5.99453,3.92962,3.0091200000000002,2.50475,2.20476,2.02513,1.92755,1
118.31700000000001,7.67122,7.83298,8.24495,8.97301,10.152000000000001,12.0522,15.2496,21.0929,32.9108,71.7321,13.849,6.49771,4.4732199999999995,3.5109800000000004,2.96977,2.64554,2.45404,2.35637,1
71.6546,1.7440099999999998,1.84863,2.03231,2.33528,2.84605,3.7902,5.94192,14.7842,99.7454,35.8015,20.8988,15.0798,12.0827,10.3415,9.2856,8.66418,8.35876,8.31643,1
53.5947,0.6609729999999999,0.680423,0.7254520000000001,0.805646,0.9429870000000001,1.19444,1.7793299999999999,22.432,18.6229,16.3418,14.6468,13.2101,12.0337,11.1021,10.3917,9.878689999999999,9.54284,9.36979,1
49.1087,9.06822,8.93335,8.93022,9.05872,9.323210000000001,9.73214,10.3257,11.3323,12.9939,15.7885,20.9246,32.4731,58.8553,9.498669999999999,2.37563,1.6821400000000002,1.38226,1.2199,1
151.967,5.02811,5.10545,5.35032,5.80514,6.56238,7.820069999999999,10.052,14.6913,28.9156,92.0525,28.6717,14.5466,9.948,7.73715,6.491680000000001,5.74186,5.29145,5.04881,1
53.2947,0.677804,0.699138,0.747101,0.8320639999999999,0.977886,1.24753,1.89783,22.9639,18.7338,16.2363,14.5429,13.1201,11.9576,11.039000000000001,10.3406,9.838289999999999,9.512210000000001,9.3483,1
78.3518,2.50038,2.4470400000000003,2.47535,2.59048,2.8155799999999997,3.20562,3.8942,5.30195,86.7741,34.4529,24.8166,19.3977,15.4312,12.6585,10.7543,9.45377,8.57635,8.00793,1
57.6554,8.45469,8.33961,8.356160000000001,8.50499,8.792069999999999,9.22833,9.831539999999999,10.8761,12.9217,18.1291,46.183,32.9555,20.5442,9.8198,4.21822,2.63544,2.12485,1.86683,1
108.87299999999999,6.813839999999999,6.83167,7.062360000000001,7.54333,8.36272,9.70448,11.9725,16.1974,25.7972,57.736000000000004,54.8941,12.1202,7.4264399999999995,5.4956,4.47481,3.8751,3.5123900000000003,3.3042599999999998,1
89.9703,1.4083700000000001,1.41866,1.47537,1.58857,1.78152,2.10537,2.68605,3.94,10.475999999999999,36.2879,26.5245,19.9015,15.6409,12.9066,11.1259,9.95956,9.21392,8.78028,0
